,Sample,Microbes,Culture,Media,Strain,Mean_TIC,TOTAL_TIC,CORRECTION2,PEAK_AREA,PEAK_AREA_TIC,PEAK_AREA_TIC_Log,PEAK_AREA_Log,TIC_Log_Scaled,Metabolites,Log_Scaled,Class,Sample_ID_F
1495,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,17826467,9954723.537,6.998029203,7.25106528,0.418475135,Alanine_1Bz,1.044290626,Amino Acids,104_MediaC_Control_SA_Media
1496,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,10820179,6042245.531,6.781198369,7.034234445,-0.719127663,Arginine_1Bz,0.063816019,Amino Acids,104_MediaC_Control_SA_Media
1497,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,3050469,1703454.507,6.23133054,6.484366616,0.209441182,Asparagine_1Bz,0.854820194,Amino Acids,104_MediaC_Control_SA_Media
1498,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,4017407,2243415.704,6.350909756,6.603945832,-0.009829647,Aspartic.Acid_1Bz,0.741185721,Amino Acids,104_MediaC_Control_SA_Media
1499,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,7465250,4168773.313,6.62000828,6.873044356,0.936967472,Beta.Alanine_1Bz,1.133667026,Amino Acids,104_MediaC_Control_SA_Media
1500,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,572160,319507.7644,5.504481417,5.757517493,0.284241253,Citrulline_1Bz,0.65960821,Amino Acids,104_MediaC_Control_SA_Media
1501,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,22589142,12614314.63,7.100863659,7.353899735,0.636239288,Glutamic.Acid_1Bz,1.225352719,Amino Acids,104_MediaC_Control_SA_Media
1502,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,804349,449167.6294,5.65240845,5.905444526,-0.375663903,Glutamine_1Bz,0.40988518,Amino Acids,104_MediaC_Control_SA_Media
1503,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,3887073,2170634.096,6.336586621,6.589622697,-0.031093003,Glycine_1Bz,0.520186501,Amino Acids,104_MediaC_Control_SA_Media
1504,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,2535875,1416092.967,6.151091766,6.404127842,-0.537249348,Histidine_1Bz,0.262839972,Amino Acids,104_MediaC_Control_SA_Media
1505,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,9485930,5297169.127,6.724043839,6.977079916,0.444724406,Isoleucine_1Bz,1.119874531,Amino Acids,104_MediaC_Control_SA_Media
1506,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,13151576,7344153.116,6.865941723,7.118977799,0.008633579,Leucine_1Bz,0.757381292,Amino Acids,104_MediaC_Control_SA_Media
1507,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,7738214,4321202.908,6.63560466,6.888640736,-0.629437923,Lysine_2Bz,0.186968491,Amino Acids,104_MediaC_Control_SA_Media
1508,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,1753678,979295.542,5.990913778,6.243949854,-0.316162517,N.acetylputrescine_1Bz,0.332477869,Amino Acids,104_MediaC_Control_SA_Media
1509,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,9691050,5411713.018,6.733334758,6.986370834,0.31314675,Ornithine_2Bz,0.86112217,Amino Acids,104_MediaC_Control_SA_Media
1510,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,3753714,2096163.256,6.321425104,6.57446118,-0.779480226,Phenylalanine_1Bz,0.085270026,Amino Acids,104_MediaC_Control_SA_Media
1511,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,18870283,10537615.24,7.022742337,7.275778413,0.29625875,Proline_1Bz,0.805422182,Amino Acids,104_MediaC_Control_SA_Media
1512,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,9645543,5386300.826,6.731290605,6.984326681,0.12750557,Serine_1Bz,0.859279436,Amino Acids,104_MediaC_Control_SA_Media
1513,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,7288656,4070159.019,6.609611377,6.862647453,0.0951206,Threonine_1Bz,0.854946654,Amino Acids,104_MediaC_Control_SA_Media
1514,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,3434202,1917740.149,6.282789761,6.535825837,-0.738205845,Tyrosine_2Bz,0.151667398,Amino Acids,104_MediaC_Control_SA_Media
1515,104,MediaC,Control,SA,Media,187599871,104760233.8,0.558423805,29218654,16316391.95,7.212624129,7.465660206,1.229597243,Valine_1Bz,1.674066029,Amino Acids,104_MediaC_Control_SA_Media
1810,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,4433628,6864061.748,6.836581182,6.646759251,0.087875371,Alanine_1Bz,-0.012951021,Amino Acids,24_Media_Control_SA_Media
1811,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,12837672,19875048.9,7.298308206,7.108486275,0.306202228,Arginine_1Bz,0.22250395,Amino Acids,24_Media_Control_SA_Media
1812,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,960548,1487102.839,6.172341003,5.982519072,0.078181503,Asparagine_1Bz,-0.026664866,Amino Acids,24_Media_Control_SA_Media
1813,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,1991104,3082590.782,6.488915875,6.299093945,0.2829774,Aspartic.Acid_1Bz,0.15869835,Amino Acids,24_Media_Control_SA_Media
1814,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,NA,NA,NA,NA,-3.133912169,Beta.Alanine_1Bz,-3.10940451,Amino Acids,24_Media_Control_SA_Media
1815,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,141201,218604.8047,5.339659703,5.149837772,0.116823332,Citrulline_1Bz,0.049503705,Amino Acids,24_Media_Control_SA_Media
1816,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,5761923,8920503.764,6.950389381,6.76056745,0.347689016,Glutamic.Acid_1Bz,0.221609466,Amino Acids,24_Media_Control_SA_Media
1817,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,501094,775784.5624,5.889741133,5.699919203,0.118191402,Glutamine_1Bz,0.012533717,Amino Acids,24_Media_Control_SA_Media
1818,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,947151,1466361.848,6.166241153,5.976419222,-0.317394301,Glycine_1Bz,-0.332606788,Amino Acids,24_Media_Control_SA_Media
1819,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,1951773,3021699.247,6.480251236,6.290429306,0.163777832,Histidine_1Bz,0.049808383,Amino Acids,24_Media_Control_SA_Media
1820,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,2235261,3460590.182,6.539150171,6.349328241,0.028347405,Isoleucine_1Bz,-0.0716098,Amino Acids,24_Media_Control_SA_Media
1821,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,4634086,7174407.156,6.85578602,6.665964089,-0.014419577,Leucine_1Bz,-0.108289229,Amino Acids,24_Media_Control_SA_Media
1822,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,7536123,11667287.74,7.066969909,6.877147978,0.267362282,Lysine_2Bz,0.163034302,Amino Acids,24_Media_Control_SA_Media
1823,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,177442,274712.4578,5.438878354,5.249056424,-1.229254736,N.acetylputrescine_1Bz,-1.309952932,Amino Acids,24_Media_Control_SA_Media
1824,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,2892260,4477744.013,6.651059262,6.461237331,0.161844708,Ornithine_2Bz,0.057668619,Amino Acids,24_Media_Control_SA_Media
1825,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,3352462,5190220.329,6.715185794,6.525363864,0.100464139,Phenylalanine_1Bz,-0.010450749,Amino Acids,24_Media_Control_SA_Media
1826,24,Media,Control,SA,Media,67666627,104760233.8,1.548181703,3017221,4671206.347,6.669429052,6.479607122,-0.341333013,Proline_1Bz,-0.346442496,Amino Acids,24_Media_Control_SA_Media
