SampleID	Marker	Numero_sample	BIO_SAMPLE_ID	BIO_SAMPLE_ID2	BIO_SAMPLE_ID3	Bio.rep	Tech.rep	Time_point	Time_point2	TREATMENT3	TREATMENT	ORGANISM	ORGANISM3	Good
GF_148	ITS	80	80_X.F	Fungi	80_X.F_62h_Peat.A_B.3	B.3	T.2	62h	62	Peat.A	Peat.A	X.F	Media.Fungi	F
GF_150	ITS	81	81_X.BF	BacteriaFungi	81_X.BF_62h_Peat.A_B.3	B.3	T.1	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GF_155	ITS	85	85_F.B	Fungi	85_F.B_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	F
GF_157	ITS	86	86_F.B	Fungi	86_F.B_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	F
GF_160	ITS	87	87_B.F	Fungi	87_B.F_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	F
GF_162	ITS	88	88_B.F	Fungi	88_B.F_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	F
GF_168	ITS	91	91_X.F	Fungi	91_X.F_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	X.F	Media.Fungi	F
GF_170	ITS	92	92_X.F	Fungi	92_X.F_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	X.F	Media.Fungi	F
GF_172	ITS	93	93_X.BF	BacteriaFungi	93_X.BF_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GF_174	ITS	94	94_X.BF	BacteriaFungi	94_X.BF_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GF_1	ITS	1	01_F.B	Fungi	01_F.B_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	F
GF_3	ITS	2	02_F.B	Fungi	02_F.B_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	F.B	Fungi.Bacteria	F
GF_6	ITS	3	03_B.F	Fungi	03_B.F_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_8	ITS	4	04_B.F	Fungi	04_B.F_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_14	ITS	7	07_X.F	Fungi	07_X.F_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_16	ITS	8	08_X.F	Fungi	08_X.F_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_18	ITS	9	09_X.BF	BacteriaFungi	09_X.BF_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GF_20	ITS	10	10_X.BF	BacteriaFungi	10_X.BF_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GF_23	ITS	13	13_F.B	Fungi	13_F.B_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	F
GF_25	ITS	14	14_F.B	Fungi	14_F.B_62h_Peat_B.2	B.2	T.2	62h	62	Peat	Peat	F.B	Fungi.Bacteria	F
GF_28	ITS	15	15_B.F	Fungi	15_B.F_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_30	ITS	16	16_B.F	Fungi	16_B.F_62h_Peat_B.2	B.2	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_36	ITS	19	19_X.F	Fungi	19_X.F_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_38	ITS	20	20_X.F	Fungi	20_X.F_62h_Peat_B.2	B.2	T.2	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_40	ITS	22	22_X.BF	BacteriaFungi	22_X.BF_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GF_45	ITS	25	25_F.B	Fungi	25_F.B_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	F
GF_48	ITS	27	27_B.F	Fungi	27_B.F_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_50	ITS	28	28_B.F	Fungi	28_B.F_62h_Peat_B.3	B.3	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_56	ITS	31	31_X.F	Fungi	31_X.F_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_58	ITS	32	32_X.F	Fungi	32_X.F_62h_Peat_B.3	B.3	T.2	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_60	ITS	33	33_X.BF	BacteriaFungi	33_X.BF_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GF_62	ITS	34	34_X.BF	BacteriaFungi	34_X.BF_62h_Peat_B.3	B.3	T.2	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GF_67	ITS	37	37_F.B	Fungi	37_F.B_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	F
GF_69	ITS	38	38_F.B	Fungi	38_F.B_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	F.B	Fungi.Bacteria	F
GF_72	ITS	39	39_B.F	Fungi	39_B.F_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_74	ITS	40	40_B.F	Fungi	40_B.F_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	F
GF_80	ITS	43	43_X.F	Fungi	43_X.F_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_82	ITS	44	44_X.F	Fungi	44_X.F_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	X.F	Media.Fungi	F
GF_84	ITS	45	45_X.BF	BacteriaFungi	45_X.BF_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GF_86	ITS	46	46_X.BF	BacteriaFungi	46_X.BF_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GF_183	ITS	C	C_F.F	Fungi	C_F.F_62h_Control_C	C	T.1	62h	62	Control	Control_1	F.F	Fungal_inoculum	F
GF_184	ITS	C	C_F.F	Fungi	C_F.F_62h_Control_C	C	T.1	62h	62	Control	Control_1	F.F	Fungal_inoculum	F
GF_185	ITS	C	C_F.F	Fungi	C_F.F_62h_Control_C	C	T.2	62h	62	Control	Control_1	F.F	Fungal_inoculum	F
GF_186	ITS	C	C_F.F	Fungi	C_F.F_62h_Control_C	C	T.2	62h	62	Control	Control_1	F.F	Fungal_inoculum	F
GF_375	ITS	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	B.B	Controlpos	B
GF_376	ITS	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	B.B	Controlpos	B
GF_377	ITS	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.2	62h	62	Control	Control_2	B.B	Controlpos	B
GF_378	ITS	C	C_B.B	Bacteria	C_B.B_62h_Peat.A.BF_C	C	T.2	62h	62	Control	Control_2	B.B	Controlpos	B
GF_379	ITS	C	C_F.F	Fungi	C_F.F_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	F.F	Fungal_inoculum	F
GF_380	ITS	C	C_F.F	Fungi	C_F.F_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	F.F	Fungal_inoculum	F
GF_382	ITS	C	C_F.F	Fungi	C_F.F_62h_Peat.A.BF_C	C	T.2	62h	62	Control	Control_2	F.F	Fungal_inoculum	F
GF_383	ITS	C	C_C.C	C	C_C.C_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	C.C	Controlpos	C
