Feature ID	Taxon	Strain	Strain2	Confidence
82527e2d25f9acd91b4486e7f7f847ea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Bjerkandera;s__Bjerkandera_adusta			0.999989733
bbeded335675d078dd9fed597ac0f6d9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotrys;s__Stachybotrys_limonisporus			0.999999746
f851bbe2e79d3bf24132a57dab86dfea	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_atlantica			0.999947376
3086a7fec4ed1f2e837ae361dab69b1b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Limnoperdaceae;g__unidentified;s__Limnoperdaceae_sp			0.999993889
4dc47caa89b67df09fd385bc5bf29279	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_laurentii			0.998826263
a50c40f4b7e371363cca9c9755c7e1f1	k__Fungi			1
b79822b01158a8f1b5b84066b27d5b84	k__Fungi			1
17e2a7bbbc3e69cd82d8a35f3a295ec2	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_herbarum			0.993952593
8bcd2576a97f7f1bb94d226192559ecf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria_borealis			0.999939993
5336e5f29e2947200e6a8b285e9457ff	k__Fungi			1
be9868e8b9efe54c1276da37b523b167	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae;g__Dendryphion;s__Dendryphion_europaeum			0.999999979
24086a1b5ced889ec63ae073a0155fa5	k__Fungi			1
88e85c7ccb8ee922178e67ec86dac669	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Dichotomopilus;s__Dichotomopilus_sp			0.999853358
4e0593f6ed222ea0f462bdb329abf1a4	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces;s__Debaryomyces_prosopidis			0.950858696
f7a96f82facaaa8d65c3b5815be5b8de	k__Fungi			1
3ebdb66403a242f636a8e12316584868	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Zymoseptoria			0.999774561
6c523b9ed8a2d8490ddce43ee47771cc	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_pseudopenaeus			0.999874223
3ba4f8c914bafac3c9b2397e3cec9f75	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_atlantica			0.99994488
4084304b2f44960b5238925d1a5ad2c7	k__Fungi			1
048ae073eaa0da7f05df55fbb66a57ca	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia;s__Phlebia_tremellosa			1
95baf227bc19c73cf5afcd18db37b3c7	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae			0.953438644
81c30a3bddd7268cd446ede04b715a2d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae			0.848742839
f6a909204754f564cf8e1909dded0344	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_herbarum			0.997171708
1bc8c12adbccdd764956bbc426e12eee	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae			0.726274695
c47e20dcb17e63cdb5c8cf0c3766a32d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_gamsii			0.921371285
