SampleID	Marker	Numero_sample	BIO_SAMPLE_ID	BIO_SAMPLE_ID2	BIO_SAMPLE_ID3	Bio.rep	Tech.rep	Time_point	Time_point2	TREATMENT3	TREATMENT	ORGANISM	ORGANISM3	Good
GB_321	rRNA16S	68	68_X.F	Media	68_X.F_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.F	Media.Fungi	X
GB_323	rRNA16S	69	69_X.BF	Media	69_X.BF_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	X
GB_325	rRNA16S	70	70_X.BF	Media	70_X.BF_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	X
GB_326	rRNA16S	70	70_X.BF	BacteriaFungi	70_X.BF_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	BF
GB_327	rRNA16S	71	71_X.X	Media	71_X.X_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_328	rRNA16S	71	71_X.X	Media	71_X.X_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_329	rRNA16S	72	72_X.X	Media	72_X.X_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_331	rRNA16S	73	73_F.B	Fungi	73_F.B_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	F
GB_334	rRNA16S	74	74_F.B	Bacteria	74_F.B_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	B
GB_336	rRNA16S	75	75_B.F	Fungi	75_B.F_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	F
GB_337	rRNA16S	76	76_B.F	Bacteria	76_B.F_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	B
GB_339	rRNA16S	77	77_X.B	Media	77_X.B_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	X
GB_341	rRNA16S	78	78_X.B	Media	78_X.B_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	X
GB_342	rRNA16S	78	78_X.B	Bacteria	78_X.B_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_343	rRNA16S	80	80_X.F	Media	80_X.F_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.F	Media.Fungi	X
GB_345	rRNA16S	81	81_X.BF	Media	81_X.BF_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	X
GB_347	rRNA16S	82	82_X.BF	Media	82_X.BF_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	X
GB_348	rRNA16S	82	82_X.BF	BacteriaFungi	82_X.BF_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	BF
GB_349	rRNA16S	83	83_X.X	Media	83_X.X_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_350	rRNA16S	83	83_X.X	Media	83_X.X_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_353	rRNA16S	85	85_F.B	Fungi	85_F.B_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	F
GB_356	rRNA16S	86	86_F.B	Bacteria	86_F.B_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	B
GB_358	rRNA16S	87	87_B.F	Fungi	87_B.F_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	F
GB_359	rRNA16S	88	88_B.F	Bacteria	88_B.F_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	B
GB_361	rRNA16S	89	89_X.B	Media	89_X.B_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	X
GB_363	rRNA16S	90	90_X.B	Media	90_X.B_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	X
GB_364	rRNA16S	90	90_X.B	Bacteria	90_X.B_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_365	rRNA16S	91	91_X.F	Media	91_X.F_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.F	Media.Fungi	X
GB_366	rRNA16S	91	91_X.F	Fungi	91_X.F_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.F	Media.Fungi	F
GB_367	rRNA16S	92	92_X.F	Media	92_X.F_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.F	Media.Fungi	X
GB_369	rRNA16S	93	93_X.BF	Media	93_X.BF_62h_Peat.A.BF_B.4	B.4	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	X
GB_371	rRNA16S	94	94_X.BF	Media	94_X.BF_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	X
GB_372	rRNA16S	94	94_X.BF	BacteriaFungi	94_X.BF_62h_Peat.A.BF_B.4	B.4	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	BF
GB_384	rRNA16S	C	C_C.C	C	C_C.C_62h_Peat.A.BF_C	C	T.1	62h	62	Control	Control_2	C.C	Controlpos	C
GB_2	rRNA16S	1	01_F.B	Bacteria	01_F.B_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	B
GB_4	rRNA16S	2	02_F.B	Bacteria	02_F.B_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	F.B	Fungi.Bacteria	B
GB_5	rRNA16S	3	03_B.F	Bacteria	03_B.F_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_7	rRNA16S	4	04_B.F	Bacteria	04_B.F_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_10	rRNA16S	5	05_X.B	Bacteria	05_X.B_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_12	rRNA16S	6	06_X.B	Bacteria	06_X.B_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_18	rRNA16S	9	09_X.BF	BacteriaFungi	09_X.BF_62h_Peat_B.1	B.1	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GB_20	rRNA16S	10	10_X.BF	BacteriaFungi	10_X.BF_62h_Peat_B.1	B.1	T.2	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GB_24	rRNA16S	13	13_F.B	Bacteria	13_F.B_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	B
GB_26	rRNA16S	14	14_F.B	Bacteria	14_F.B_62h_Peat_B.2	B.2	T.2	62h	62	Peat	Peat	F.B	Fungi.Bacteria	B
GB_27	rRNA16S	15	15_B.F	Bacteria	15_B.F_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_29	rRNA16S	16	16_B.F	Bacteria	16_B.F_62h_Peat_B.2	B.2	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_32	rRNA16S	17	17_X.B	Bacteria	17_X.B_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_34	rRNA16S	18	18_X.B	Bacteria	18_X.B_62h_Peat_B.2	B.2	T.2	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_40	rRNA16S	22	22_X.BF	BacteriaFungi	22_X.BF_62h_Peat_B.2	B.2	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GB_46	rRNA16S	25	25_F.B	Bacteria	25_F.B_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	B
GB_47	rRNA16S	27	27_B.F	Bacteria	27_B.F_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_49	rRNA16S	28	28_B.F	Bacteria	28_B.F_62h_Peat_B.3	B.3	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_52	rRNA16S	29	29_X.B	Bacteria	29_X.B_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_54	rRNA16S	30	30_X.B	Bacteria	30_X.B_62h_Peat_B.3	B.3	T.2	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_60	rRNA16S	33	33_X.BF	BacteriaFungi	33_X.BF_62h_Peat_B.3	B.3	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GB_62	rRNA16S	34	34_X.BF	BacteriaFungi	34_X.BF_62h_Peat_B.3	B.3	T.2	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GB_68	rRNA16S	37	37_F.B	Bacteria	37_F.B_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	F.B	Fungi.Bacteria	B
GB_70	rRNA16S	38	38_F.B	Bacteria	38_F.B_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	F.B	Fungi.Bacteria	B
GB_71	rRNA16S	39	39_B.F	Bacteria	39_B.F_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_73	rRNA16S	40	40_B.F	Bacteria	40_B.F_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	B.F	Bacteria.Fungi	B
GB_76	rRNA16S	41	41_X.B	Bacteria	41_X.B_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_78	rRNA16S	42	42_X.B	Bacteria	42_X.B_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	X.B	Media.Bacteria	B
GB_84	rRNA16S	45	45_X.BF	BacteriaFungi	45_X.BF_62h_Peat_B.4	B.4	T.1	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GB_86	rRNA16S	46	46_X.BF	BacteriaFungi	46_X.BF_62h_Peat_B.4	B.4	T.2	62h	62	Peat	Peat	X.BF	Media.BacteriaFungi	BF
GB_92	rRNA16S	49	49_F.B	Bacteria	49_F.B_62h_Peat.A_B.1	B.1	T.1	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	B
GB_94	rRNA16S	50	50_F.B	Bacteria	50_F.B_62h_Peat.A_B.1	B.1	T.2	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	B
GB_95	rRNA16S	51	51_B.F	Bacteria	51_B.F_62h_Peat.A_B.1	B.1	T.1	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_97	rRNA16S	52	52_B.F	Bacteria	52_B.F_62h_Peat.A_B.1	B.1	T.2	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_100	rRNA16S	53	53_X.B	Bacteria	53_X.B_62h_Peat.A_B.1	B.1	T.1	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_102	rRNA16S	54	54_X.B	Bacteria	54_X.B_62h_Peat.A_B.1	B.1	T.2	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_106	rRNA16S	57	57_X.BF	BacteriaFungi	57_X.BF_62h_Peat.A_B.1	B.1	T.1	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GB_108	rRNA16S	58	58_X.BF	BacteriaFungi	58_X.BF_62h_Peat.A_B.1	B.1	T.2	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GB_114	rRNA16S	61	61_F.B	Bacteria	61_F.B_62h_Peat.A_B.2	B.2	T.1	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	B
GB_115	rRNA16S	63	63_B.F	Bacteria	63_B.F_62h_Peat.A_B.2	B.2	T.1	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_117	rRNA16S	64	64_B.F	Bacteria	64_B.F_62h_Peat.A_B.2	B.2	T.2	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_120	rRNA16S	65	65_X.B	Bacteria	65_X.B_62h_Peat.A_B.2	B.2	T.1	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_122	rRNA16S	66	66_X.B	Bacteria	66_X.B_62h_Peat.A_B.2	B.2	T.2	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_128	rRNA16S	70	70_X.BF	BacteriaFungi	70_X.BF_62h_Peat.A_B.2	B.2	T.1	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GB_134	rRNA16S	73	73_F.B	Bacteria	73_F.B_62h_Peat.A_B.3	B.3	T.1	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	B
GB_136	rRNA16S	74	74_F.B	Bacteria	74_F.B_62h_Peat.A_B.3	B.3	T.2	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	B
GB_137	rRNA16S	75	75_B.F	Bacteria	75_B.F_62h_Peat.A_B.3	B.3	T.1	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_139	rRNA16S	76	76_B.F	Bacteria	76_B.F_62h_Peat.A_B.3	B.3	T.2	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_142	rRNA16S	77	77_X.B	Bacteria	77_X.B_62h_Peat.A_B.3	B.3	T.1	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_144	rRNA16S	78	78_X.B	Bacteria	78_X.B_62h_Peat.A_B.3	B.3	T.2	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_150	rRNA16S	81	81_X.BF	BacteriaFungi	81_X.BF_62h_Peat.A_B.3	B.3	T.1	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GB_156	rRNA16S	85	85_F.B	Bacteria	85_F.B_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	B
GB_158	rRNA16S	86	86_F.B	Bacteria	86_F.B_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	F.B	Fungi.Bacteria	B
GB_159	rRNA16S	87	87_B.F	Bacteria	87_B.F_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_161	rRNA16S	88	88_B.F	Bacteria	88_B.F_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	B.F	Bacteria.Fungi	B
GB_164	rRNA16S	89	89_X.B	Bacteria	89_X.B_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_166	rRNA16S	90	90_X.B	Bacteria	90_X.B_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	X.B	Media.Bacteria	B
GB_172	rRNA16S	93	93_X.BF	BacteriaFungi	93_X.BF_62h_Peat.A_B.4	B.4	T.1	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GB_174	rRNA16S	94	94_X.BF	BacteriaFungi	94_X.BF_62h_Peat.A_B.4	B.4	T.2	62h	62	Peat.A	Peat.A	X.BF	Media.BacteriaFungi	BF
GB_179	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Control_C	C	T.1	62h	62	Control	Control_1	B.B	Bacterial_inoculum	B
GB_180	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Control_C	C	T.1	62h	62	Control	Control_1	B.B	Bacterial_inoculum	B
GB_181	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Control_C	C	T.2	62h	62	Control	Control_1	B.B	Bacterial_inoculum	B
GB_182	rRNA16S	C	C_B.B	Bacteria	C_B.B_62h_Control_C	C	T.2	62h	62	Control	Control_1	B.B	Bacterial_inoculum	B
GB_183	rRNA16S	C	C_F.F	Fungi	C_F.F_62h_Control_C	C	T.1	62h	62	Control	Control_1	F.F	Controlpos	F
GB_194	rRNA16S	1	01_F.B	Bacteria	01_F.B_62h_Peat.A.B_B.1	B.1	T.1	62h	62	Peat.A.B	Peat.A.B	F.B	Fungi.Bacteria	B
GB_196	rRNA16S	2	02_F.B	Bacteria	02_F.B_62h_Peat.A.B_B.1	B.1	T.2	62h	62	Peat.A.B	Peat.A.B	F.B	Fungi.Bacteria	B
GB_197	rRNA16S	3	03_B.F	Bacteria	03_B.F_62h_Peat.A.B_B.1	B.1	T.1	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_199	rRNA16S	4	04_B.F	Bacteria	04_B.F_62h_Peat.A.B_B.1	B.1	T.2	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_202	rRNA16S	6	06_X.B	Bacteria	06_X.B_62h_Peat.A.B_B.1	B.1	T.1	62h	62	Peat.A.B	Peat.A.B	X.B	Media.Bacteria	B
GB_208	rRNA16S	9	09_X.BF	BacteriaFungi	09_X.BF_62h_Peat.A.B_B.1	B.1	T.1	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_210	rRNA16S	10	10_X.BF	BacteriaFungi	10_X.BF_62h_Peat.A.B_B.1	B.1	T.2	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_216	rRNA16S	13	13_F.B	Bacteria	13_F.B_62h_Peat.A.B_B.2	B.2	T.1	62h	62	Peat.A.B	Peat.A.B	F.B	Fungi.Bacteria	B
GB_218	rRNA16S	14	14_F.B	Bacteria	14_F.B_62h_Peat.A.B_B.2	B.2	T.2	62h	62	Peat.A.B	Peat.A.B	F.B	Fungi.Bacteria	B
GB_219	rRNA16S	15	15_B.F	Bacteria	15_B.F_62h_Peat.A.B_B.2	B.2	T.1	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_221	rRNA16S	16	16_B.F	Bacteria	16_B.F_62h_Peat.A.B_B.2	B.2	T.2	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_224	rRNA16S	17	17_X.B	Bacteria	17_X.B_62h_Peat.A.B_B.2	B.2	T.1	62h	62	Peat.A.B	Peat.A.B	X.B	Media.Bacteria	B
GB_226	rRNA16S	18	18_X.B	Bacteria	18_X.B_62h_Peat.A.B_B.2	B.2	T.2	62h	62	Peat.A.B	Peat.A.B	X.B	Media.Bacteria	B
GB_232	rRNA16S	21	21_X.BF	BacteriaFungi	21_X.BF_62h_Peat.A.B_B.2	B.2	T.1	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_234	rRNA16S	22	22_X.BF	BacteriaFungi	22_X.BF_62h_Peat.A.B_B.2	B.2	T.2	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_240	rRNA16S	25	25_F.B	Bacteria	25_F.B_62h_Peat.A.B_B.3	B.3	T.1	62h	62	Peat.A.B	Peat.A.B	F.B	Fungi.Bacteria	B
GB_242	rRNA16S	26	26_F.B	Bacteria	26_F.B_62h_Peat.A.B_B.3	B.3	T.2	62h	62	Peat.A.B	Peat.A.B	F.B	Fungi.Bacteria	B
GB_243	rRNA16S	27	27_B.F	Bacteria	27_B.F_62h_Peat.A.B_B.3	B.3	T.1	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_245	rRNA16S	28	28_B.F	Bacteria	28_B.F_62h_Peat.A.B_B.3	B.3	T.2	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_248	rRNA16S	30	30_X.B	Bacteria	30_X.B_62h_Peat.A.B_B.3	B.3	T.1	62h	62	Peat.A.B	Peat.A.B	X.B	Media.Bacteria	B
GB_254	rRNA16S	33	33_X.BF	BacteriaFungi	33_X.BF_62h_Peat.A.B_B.3	B.3	T.1	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_256	rRNA16S	34	34_X.BF	BacteriaFungi	34_X.BF_62h_Peat.A.B_B.3	B.3	T.2	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_262	rRNA16S	37	37_F.B	Bacteria	37_F.B_62h_Peat.A.B_B.4	B.4	T.1	62h	62	Peat.A.B	Peat.A.B	F.B	Fungi.Bacteria	B
GB_263	rRNA16S	39	39_B.F	Bacteria	39_B.F_62h_Peat.A.B_B.4	B.4	T.1	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_265	rRNA16S	40	40_B.F	Bacteria	40_B.F_62h_Peat.A.B_B.4	B.4	T.2	62h	62	Peat.A.B	Peat.A.B	B.F	Bacteria.Fungi	B
GB_268	rRNA16S	41	41_X.B	Bacteria	41_X.B_62h_Peat.A.B_B.4	B.4	T.1	62h	62	Peat.A.B	Peat.A.B	X.B	Media.Bacteria	B
GB_270	rRNA16S	42	42_X.B	Bacteria	42_X.B_62h_Peat.A.B_B.4	B.4	T.2	62h	62	Peat.A.B	Peat.A.B	X.B	Media.Bacteria	B
GB_276	rRNA16S	45	45_X.BF	BacteriaFungi	45_X.BF_62h_Peat.A.B_B.4	B.4	T.1	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_278	rRNA16S	46	46_X.BF	BacteriaFungi	46_X.BF_62h_Peat.A.B_B.4	B.4	T.2	62h	62	Peat.A.B	Peat.A.B	X.BF	Media.BacteriaFungi	BF
GB_284	rRNA16S	49	49_F.B	Bacteria	49_F.B_62h_Peat.A.BF_B.1	B.1	T.1	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	B
GB_286	rRNA16S	50	50_F.B	Bacteria	50_F.B_62h_Peat.A.BF_B.1	B.1	T.2	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	B
GB_287	rRNA16S	51	51_B.F	Bacteria	51_B.F_62h_Peat.A.BF_B.1	B.1	T.1	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	B
GB_289	rRNA16S	52	52_B.F	Bacteria	52_B.F_62h_Peat.A.BF_B.1	B.1	T.2	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	B
GB_290	rRNA16S	52	52_B.F	Fungi	52_B.F_62h_Peat.A.BF_B.1	B.1	T.2	62h	62	Peat.A.BF	Peat.A.BF	B.F	Controlpos	F
GB_292	rRNA16S	53	53_X.B	Bacteria	53_X.B_62h_Peat.A.BF_B.1	B.1	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_294	rRNA16S	54	54_X.B	Bacteria	54_X.B_62h_Peat.A.BF_B.1	B.1	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_300	rRNA16S	57	57_NA.NA	NA	57_NA.NA_62h_Peat.A.BF_B.1	B.1	T.1	62h	62	Peat.A.BF	Peat.A.BF	NA.NA	Controlpos	NA
GB_306	rRNA16S	60	60_X.X	Media	60_X.X_62h_Peat.A.BF_B.1	B.1	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_307	rRNA16S	61	61_F.B	Fungi	61_F.B_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	F.B	Controlpos	F
GB_308	rRNA16S	61	61_F.B	Bacteria	61_F.B_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	B
GB_309	rRNA16S	62	62_F.B	Fungi	62_F.B_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	F.B	Controlpos	F
GB_311	rRNA16S	63	63_B.F	Bacteria	63_B.F_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	B
GB_314	rRNA16S	64	64_B.F	Fungi	64_B.F_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	B.F	Controlpos	F
GB_316	rRNA16S	65	65_X.B	Bacteria	65_X.B_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_318	rRNA16S	66	66_X.B	Bacteria	66_X.B_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_322	rRNA16S	68	68_X.F	Fungi	68_X.F_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.F	Controlpos	F
GB_324	rRNA16S	69	69_X.BF	BacteriaFungi	69_X.BF_62h_Peat.A.BF_B.2	B.2	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	BF
GB_330	rRNA16S	72	72_X.X	Media	72_X.X_62h_Peat.A.BF_B.2	B.2	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
GB_332	rRNA16S	73	73_F.B	Bacteria	73_F.B_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	F.B	Fungi.Bacteria	B
GB_333	rRNA16S	74	74_F.B	Fungi	74_F.B_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	F.B	Controlpos	F
GB_335	rRNA16S	75	75_B.F	Bacteria	75_B.F_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	B.F	Bacteria.Fungi	B
GB_338	rRNA16S	76	76_B.F	Fungi	76_B.F_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	B.F	Controlpos	F
GB_340	rRNA16S	77	77_X.B	Bacteria	77_X.B_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.B	Media.Bacteria	B
GB_344	rRNA16S	80	80_X.F	Fungi	80_X.F_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.F	Controlpos	F
GB_346	rRNA16S	81	81_X.BF	BacteriaFungi	81_X.BF_62h_Peat.A.BF_B.3	B.3	T.1	62h	62	Peat.A.BF	Peat.A.BF	X.BF	Media.BacteriaFungi	BF
GB_351	rRNA16S	84	84_X.X	Media	84_X.X_62h_Peat.A.BF_B.3	B.3	T.2	62h	62	Peat.A.BF	Peat.A.BF	X.X	Media.Media	X
